Branch,Party_Group,Group_Description,Party_no,Party_name,Party_BLOC,Business_Locationname,PRT_SBLOC,LocationIdentifier_Name,Customer_State,Customer_City,LocationIdentifier_State,LocationIdentifier_City,Customer_Type,Cong_Typ,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Total_Revenue
GJ,      ,                                                                                                    ,D04647,ACCRA PAC INDIA PRIVATE LIMITED_GUJARAT                                                             ,Y07293,ACCRA PAC INDIA PRIVATE LIMITED                                                                     ,Z00001,VAPI-GIDC                                                                                           ,GUJARAT                                 ,VAPI                ,Gujarat                                                                                                                                               ,VAPI                                              ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,0,0,0,0,34050,11700,19050,43500,108300
GJ,DG0087,ALKYL AMINES CHEMICALS LIMITED                                                                      ,D00137,ALKYL AMINES CHEMICALS LIMITED_GUJARAT                                                              ,Y00297,ALKYL AMINES CHEMICALS LIMITED_GUJARAT                                                              ,Z00001,GIDC DAHEJ                                                                                          ,GUJARAT                                 ,Bharuch             ,Gujarat                                                                                                                                               ,Bharuch                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,1320,1320,27637.5,6583.5,1320,22374,1320,1320,22374,85569
GJ,      ,                                                                                                    ,D04542,ALL FOUR SEASON HOLIDAYS_GUJARAT                                                                    ,Y07171,ALL FOUR SEASON HOLIDAYS                                                                            ,Z00001,BH NAVARANGPURA TEL EXCHANGE                                                                        ,Gujarat                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,AHMEDABAD                                         ,Direct Customer                                                       ,                                                                      ,0,0,0,7450,0,0,0,0,0,7450
GJ,DG0146,ANSI BYTECODE LLP                                                                                   ,D00258,ANSI BYTECODE LLP_GUJARAT                                                                           ,Y00428,ANSI BYTECODE LLP_GUJARAT                                                                           ,Z00001,Ganesh Meridian-Ahmedabad                                                                           ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,10403,5098,8632,11577,6297,8502,1500,6992,8700,67701
GJ,      ,                                                                                                    ,D04577,ARCHER TRANSNATIONAL SYSTEMS PRIVATE LIMITED_GUJARAT                                                ,Y07218,ARCHER TRANSNATIONAL SYSTEMS PRIVATE LIMITED                                                        ,Z00001,Alembic Business Park-Vadodara                                                                      ,GUJARAT                                 ,Vadodara            ,Gujarat                                                                                                                                               ,VADODARA                                          ,Direct Customer                                                       ,                                                                      ,0,0,0,0,35005,72035,0,37525,35325,179890
GJ,DG0170,ARIHA CORPORATION                                                                                   ,D00290,ARIHA CORPORATION_GUJARAT                                                                           ,Y00500,ARIHA CORPORATION_GUJARAT                                                                           ,Z00003,ARIHA CORPORATION-NON SUPPORT MODEL                                                                 ,GUJARAT                                 ,Surat               ,Gujarat                                                                                                                                               ,Surat                                             ,Distributor                                                           ,DISTRIBUTOR                                                           ,106358.3,327969.3,138981.25,98630.04,87083,66183.5,49967.19,161487.2,112427,1149086.78
GJ,DG0170,ARIHA CORPORATION                                                                                   ,D00290,ARIHA CORPORATION_GUJARAT                                                                           ,Y00500,ARIHA CORPORATION_GUJARAT                                                                           ,Z00005,Intstu Aspirations Pvt Ltd                                                                          ,GUJARAT                                 ,Surat               ,Gujarat                                                                                                                                               ,SURAT CITY                                        ,Distributor                                                           ,DISTRIBUTOR                                                           ,0,0,1000,0,0,0,0,0,0,1000
GJ,DG0170,ARIHA CORPORATION                                                                                   ,D00290,ARIHA CORPORATION_GUJARAT                                                                           ,Y00500,ARIHA CORPORATION_GUJARAT                                                                           ,      ,                                                                                                    ,GUJARAT                                 ,Surat               ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Distributor                                                           ,DISTRIBUTOR                                                           ,0,0,0,0,17365,0,0,0,0,17365
GJ,DG0170,ARIHA CORPORATION                                                                                   ,D00290,ARIHA CORPORATION_GUJARAT                                                                           ,Y00500,ARIHA CORPORATION_GUJARAT                                                                           ,Z00006,21st CENTURY FERTILITY CENTRE                                                                       ,GUJARAT                                 ,Surat               ,Gujarat                                                                                                                                               ,SURAT CITY                                        ,Distributor                                                           ,DISTRIBUTOR                                                           ,0,0,1000,0,0,0,0,0,0,1000
GJ,      ,                                                                                                    ,D04497,ASAHI SONGWON COLORS LIMITED_GUJARAT                                                                ,Y07101,ASAHI SONGWON COLORS LIMITED                                                                        ,Z00001,Asahi House                                                                                         ,GUJARAT                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,AHMEDABAD                                         ,Direct Customer                                                       ,                                                                      ,0,0,15331.75,950,10050,950,950,7600,950,36781.75
GJ,DG0188,ASCENDION ENGINEERING PRIVATE LIMITED                                                               ,D00315,ASCENDION ENGINEERING PRIVATE LIMITED_GUJARAT                                                       ,Y00539,ASCENDION ENGINEERING PRIVATE LIMITED_GUJARAT                                                       ,Z00002,COLLABERA SERVICES PVT.LTD                                                                          ,GUJARAT                                 ,Vadodara            ,Gujarat                                                                                                                                               ,Vadodara                                          ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,320812,100043,119547.15,34465.6,285370.3,115780,73662.75,73612,46432,1169724.8
GJ,      ,                                                                                                    ,D04395,ATOS GLOBAL IT SOLUTIONS AND SERVICES PRIVATE LIMITED_GUJARAT                                       ,Y06914,ATOS GLOBAL IT SOLUTIONS AND SERVICES PRIVATE LIMITED_GUJARAT                                       ,Z00001,Sears tower-Vadodara                                                                                ,GUJARAT                                 ,Vadodara            ,Gujarat                                                                                                                                               ,Vadodara                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,1250,13095,24376.5,12278.5,8909,7989,5838.5,0,0,73736.5
GJ,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00402,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00161,Ahmedabad APC -APAH1                                                                                ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,AHMEDABAD                                         ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,8200,7550,9250,9550,34550
GJ,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00402,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,      ,                                                                                                    ,GUJARAT                                 ,AHMEDABAD           ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,19619,50609,31863,52297,75462,7382,20478,41154,87741,386605
GJ,DG0243,AZISTA INDUSTRIES PRIVATE LIMITED                                                                   ,D00423,AZISTA INDUSTRIES PRIVATE LIMITED_GUJARAT                                                           ,Y00687,AZISTA INDUSTRIES PRIVATE LIMITED_GUJARAT                                                           ,Z00001,MAGNET CORPORATE PARK-Ahmedabad                                                                     ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,28600,35300,13900,30340,27300,18480,41780,1600,31480,228780
GJ,DG2777,BAJAJ FINANACE                                                                                      ,D04398,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Y00717,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00005,Anand-Davat Complex                                                                                 ,GUJARAT                                 ,Nadiad              ,Gujarat                                                                                                                                               ,Anand                                             ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,9196,7242,8805,8295,8805,9020,0,20055,10305,81723
GJ,DG2777,BAJAJ FINANACE                                                                                      ,D04398,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Y00717,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00004,HIMMATNAGAR- AUDICHYA BRAHMODAY SAMAJ BUILDING                                                      ,GUJARAT                                 ,Nadiad              ,Gujarat                                                                                                                                               ,Himatnagar                                        ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,8940,12534.02,0,11930,5870,0,0,13950,2250,55474.02
GJ,DG2777,BAJAJ FINANACE                                                                                      ,D04398,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Y00717,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00007,Vadodara                                                                                            ,GUJARAT                                 ,Nadiad              ,Gujarat                                                                                                                                               ,VADODARA                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,23367.5,0,0,23982.7,2250,49600.2
GJ,DG2777,BAJAJ FINANACE                                                                                      ,D04398,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Y00717,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00001,Nadiad-Nexus-3                                                                                      ,GUJARAT                                 ,Nadiad              ,Gujarat                                                                                                                                               ,Nadiad                                            ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,5950,16232.02,0,21762,3192,3396,8736,17980,2250,79498.02
GJ,DG2777,BAJAJ FINANACE                                                                                      ,D04398,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Y00717,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00006,Palanpur-Rudra Chamber                                                                              ,GUJARAT                                 ,Nadiad              ,Gujarat                                                                                                                                               ,Palanpur                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,8940,5848.02,0,0,0,0,0,18734,2250,35772.02
GJ,DG2777,BAJAJ FINANACE                                                                                      ,D04398,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Y00717,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00003,Mehsana-Rajkamal City Mall                                                                          ,GUJARAT                                 ,Nadiad              ,Gujarat                                                                                                                                               ,Mahesana                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,5840,17290.02,0,0,0,0,0,14000,2250,39380.02
GJ,DG2777,BAJAJ FINANACE                                                                                      ,D04398,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Y00717,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00008,BAJAJ FINANCE LIMITED-Ahmedabad                                                                     ,GUJARAT                                 ,Nadiad              ,Gujarat                                                                                                                                               ,AHMEDABAD                                         ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,0,5200,700,850,6750
GJ,DG2777,BAJAJ FINANACE                                                                                      ,D04398,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Y00717,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00002,Bhavnagar-Silver ARC Complex                                                                        ,GUJARAT                                 ,Nadiad              ,Gujarat                                                                                                                                               ,Bhavnagar                                         ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,8940,10208.02,0,2332,1902,0,0,19586,2250,45218.02
GJ,DG0259,PANAMAX INFOTECH LIMITED                                                                            ,D00455,BANKAI INFOTECH LIMITED_GUJARAT                                                                     ,Y00739,BANKAI INFOTECH LIMITED_GUJARAT                                                                     ,Z00002,PANAMAX HOUSE                                                                                       ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Daskroi                                           ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,2000,2000,24560,22100,22570,2000,2000,22100,2000,101330
GJ,DG0259,PANAMAX INFOTECH LIMITED                                                                            ,D00455,BANKAI INFOTECH LIMITED_GUJARAT                                                                     ,Y00739,BANKAI INFOTECH LIMITED_GUJARAT                                                                     ,Z00001,MEMNAGAR                                                                                            ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,2000,2000,24560,2000,2000,2000,2000,2000,2000,40560
GJ,DG0308,BLACK BOX LIMITED                                                                                   ,D04438,BLACK BOX LIMITED_GUJARAT                                                                           ,Y06944,GIDC Electronic Estate-Gandhinagar_GUJARAT                                                          ,Z00001,"SHED NO.A-78/4/3, GIDC ELECTRONIC,                                                                  ",GUJARAT                                 ,Gandhi Nagar        ,Gujarat                                                                                                                                               ,Gandhinagar                                       ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,15069.5,1800,9634.5,7552.5,7110,6652.5,5504.5,10114.5,4675,68113
GJ,DG0349,BUCHI OPERATIONS INDIA PRIVATE LIMITED                                                              ,D00580,BUCHI OPERATIONS INDIA PRIVATE LIMITED_GUJARAT_SEZ                                                  ,Y00963,BUCHI OPERATIONS INDIA PRIVATE LIMITED_GUJARAT                                                      ,Z00001,Diamond Park-Surat                                                                                  ,GUJARAT                                 ,Surat               ,Gujarat                                                                                                                                               ,Surat                                             ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,32880,21500,0,28680,18400,18110,0,16050,135620
GJ,DG0374,CARE UTILITY PRODUCTS PRIVATE LIMITED                                                               ,D00611,CARE UTILITY PRODUCTS PRIVATE LIMITED_GUJARAT                                                       ,Y01049,CARE UTILITY PRODUCTS PRIVATE LIMITED_GUJARAT                                                       ,Z00001,Village Naranpura-Sanand                                                                            ,GUJARAT                                 ,Sanand              ,Gujarat                                                                                                                                               ,Sanand                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,38100,50710,65297.42,66400,49160,49160,2000,41300,49160,411287.42
GJ,DG0387,GEA Process Engineering Ind. Pvt. Ltd                                                               ,D00656,CBRE SOUTH  ASIA  PRIVATE  LIMITED_GUJRAT                                                           ,Y07158,CBRE SOUTH ASIA PRIVATE LIMITED                                                                     ,Z00001,Iron Mountain India Pvt Ltd                                                                         ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,AHMEDABAD                                         ,Facility                                                              ,                                                                      ,0,0,0,5414.34,1906.66,5356.49,1801.66,3896.18,0,18375.33
GJ,DG0387,GEA Process Engineering Ind. Pvt. Ltd                                                               ,D00656,CBRE SOUTH  ASIA  PRIVATE  LIMITED_GUJRAT                                                           ,Y01088,GEA Process Engineering Ind. Pvt. Ltd                                                               ,Z00017,GEA Process Engineering Ind. Pvt. Ltd.-Dumad                                                        ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Vadodara                                          ,Facility                                                              ,CORPORATE-LOCAL                                                       ,138314.6,136593,139195.8,112605,126520,140445.6,140989.8,154753,119747,1209163.8
GJ,DG0387,GEA Process Engineering Ind. Pvt. Ltd                                                               ,D00656,CBRE SOUTH  ASIA  PRIVATE  LIMITED_GUJRAT                                                           ,Y07158,CBRE SOUTH ASIA PRIVATE LIMITED                                                                     ,Z00002,IRON MOUNTAIN-Bhavnagar                                                                             ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,BHAVNAGAR                                         ,Facility                                                              ,                                                                      ,0,0,0,0,3990.38,0,0,0,0,3990.38
GJ,DG0387,GEA Process Engineering Ind. Pvt. Ltd                                                               ,D00656,CBRE SOUTH  ASIA  PRIVATE  LIMITED_GUJRAT                                                           ,Y04322,OEC_GUJARAT                                                                                         ,Z00001,Facility Code 3775                                                                                  ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,22318.95,19220.75,10149.2,13040.6,0,16485.2,3704.5,23789.95,8915.2,117624.35
GJ,DG0398,CEAT LIMITED                                                                                        ,D00672,CEAT LIMITED_GUJARAT                                                                                ,Y01108,CEAT LIMITED_GUJARAT                                                                                ,Z00002,VILLAGE GETMUVALA                                                                                   ,GUJARAT                                 ,Halol               ,Gujarat                                                                                                                                               ,Halol                                             ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,23150,2050,43450,2050,2050,2050,2050,2050,43450,122350
GJ,DG0398,CEAT LIMITED                                                                                        ,D00672,CEAT LIMITED_GUJARAT                                                                                ,Y01108,CEAT LIMITED_GUJARAT                                                                                ,Z00001,chandrapura-Halol Plant                                                                             ,GUJARAT                                 ,Halol               ,Gujarat                                                                                                                                               ,Halol                                             ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,800,8200,800,15600,800,800,800,800,800,29400
GJ,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00715,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Y01173,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Z00057,Alpha One Mall-22020021                                                                             ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,6460,0,0,0,0,0,0,0,0,6460
GJ,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00715,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Y01173,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Z00072,Inorbit Mall Vadodara -22020046                                                                     ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Vadodara                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,6120,6120,6120,6120,-8160,6120,6120,0,28560
GJ,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00715,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Y01173,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Z00063,C.Vandana Heritage Rajkot-22020160                                                                  ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Rajkot                                            ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,5100,0,0,0,5100
GJ,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00715,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Y01173,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Z00062,C.KankuBag-22020172                                                                                 ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,8160,0,5100,15750,5100,5100,0,5100,44310
GJ,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00715,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Y01173,CINEPOLIS INDIA PRIVATE LIMITED_GUJARAT                                                             ,Z00071,Imperial Sq. Mall Surat-22020019                                                                    ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Surat                                             ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,4760,0,0,0,0,0,0,4760
GJ,      ,                                                                                                    ,D04533,CIVICA RESOURCE PRIVATE LIMITED_GUJARAT                                                             ,Y07160,CIVICA RESOURCE PRIVATE LIMITED                                                                     ,Z00001,Notus Pride-Vadodara                                                                                ,Gujarat                                 ,Vadodara            ,Gujarat                                                                                                                                               ,VADODARA                                          ,Direct Customer                                                       ,                                                                      ,0,0,0,43885,27332,7605,2500,25625,13775,120722
GJ,DG0435,COD RESEARCH PRIVATE LIMITED                                                                        ,D00753,COD RESEARCH PRIVATE LIMITED_GUJARAT                                                                ,Y01235,COD RESEARCH PRIVATE LIMITED_GUJARAT                                                                ,Z00001,Salister-Ahmedabad                                                                                  ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,16785,11735,12085,22335,11205,10065,8505,1300,4935,98950
GJ,      ,                                                                                                    ,D04744,COLLABERA TALENT SOLUTIONS PRIVATE LIMITED_GUJARAT                                                  ,Y07393,COLLABERA TALENT SOLUTIONS PRIVATE LIMITED                                                          ,Z00001,Nilamber Corporate Park                                                                             ,Gujarat                                 ,Vadodara            ,Gujarat                                                                                                                                               ,VADODARA                                          ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,0,0,0,0,0,0,0,106132,106132
GJ,DG0530,DELOITTE                                                                                            ,D00915,DELOITTE SHARED SERVICES INDIA LLP_GUJARAT                                                          ,Y01506,DELOITTE SHARED SERVICES INDIA LLP_GUJARAT                                                          ,Z00026,SHAPATH-V                                                                                           ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,22825,0,26750,0,0,0,0,18500,68075
GJ,DG0606,ECLINICALWORKS INDIA PRIVATE LIMITED                                                                ,D01035,ECLINICALWORKS INDIA PRIVATE LIMITED_GUJARAT                                                        ,Y01725,ECLINICALWORKS INDIA PRIVATE LIMITED_GUJARAT                                                        ,Z00001,VENUS ATLANTIS-AHMEDABAD                                                                            ,GUJARAT                                 ,AHMEDABAD           ,Gujarat                                                                                                                                               ,Ahmedabad                                         ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,20650,66490,31930,67780,11900,64950,30060,25400,56783.6,375943.6
GJ,      ,                                                                                                    ,D04528,EDELWEISS LIFE INSURANCE COMPANY LIMITED_GUJARAT                                                    ,Y07150,EDELWEISS LIFE INSURANCE COMPANY LIMITED                                                            ,Z00005,Vadodara_Race Course Circle-BA01A                                                                   ,GUJARAT                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,VADODARA                                          ,Direct Customer                                                       ,                                                                      ,0,0,0,4375,0,3400,250,500,500,9025
GJ,      ,                                                                                                    ,D04528,EDELWEISS LIFE INSURANCE COMPANY LIMITED_GUJARAT                                                    ,Y07150,EDELWEISS LIFE INSURANCE COMPANY LIMITED                                                            ,Z00001,Ahmedabad_Navrangpura-AH01A                                                                         ,GUJARAT                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,AHMEDABAD                                         ,Direct Customer                                                       ,                                                                      ,0,0,0,4504,0,250,250,9000,-4125,9879
GJ,      ,                                                                                                    ,D04528,EDELWEISS LIFE INSURANCE COMPANY LIMITED_GUJARAT                                                    ,Y07150,EDELWEISS LIFE INSURANCE COMPANY LIMITED                                                            ,Z00007,Anand_Laksh Prime-AN01A                                                                             ,GUJARAT                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,ANAND                                             ,Direct Customer                                                       ,                                                                      ,0,0,0,4375,0,250,250,250,250,5375
GJ,      ,                                                                                                    ,D04528,EDELWEISS LIFE INSURANCE COMPANY LIMITED_GUJARAT                                                    ,Y07150,EDELWEISS LIFE INSURANCE COMPANY LIMITED                                                            ,Z00003,Vapi_Chala-VP01A                                                                                    ,GUJARAT                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,VAPI                                              ,Direct Customer                                                       ,                                                                      ,0,0,0,4375,0,250,4625,3400,250,12900
GJ,      ,                                                                                                    ,D04528,EDELWEISS LIFE INSURANCE COMPANY LIMITED_GUJARAT                                                    ,Y07150,EDELWEISS LIFE INSURANCE COMPANY LIMITED                                                            ,Z00006,Ahmedabad_Maninagar-AH02A                                                                           ,GUJARAT                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,AHMEDABAD                                         ,Direct Customer                                                       ,                                                                      ,0,0,0,4375,0,250,250,2385,250,7510
GJ,      ,                                                                                                    ,D04528,EDELWEISS LIFE INSURANCE COMPANY LIMITED_GUJARAT                                                    ,Y07150,EDELWEISS LIFE INSURANCE COMPANY LIMITED                                                            ,Z00002,Surat_Ring Road-SU01A                                                                               ,GUJARAT                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,SURAT                                             ,Direct Customer                                                       ,                                                                      ,0,0,0,4375,0,250,250,3400,250,8525
GJ,      ,                                                                                                    ,D04528,EDELWEISS LIFE INSURANCE COMPANY LIMITED_GUJARAT                                                    ,Y07150,EDELWEISS LIFE INSURANCE COMPANY LIMITED                                                            ,Z00004,Rajkot_Astron Chowk-RA01A                                                                           ,GUJARAT                                 ,Ahmedabad           ,Gujarat                                                                                                                                               ,RAJKOT                                            ,Direct Customer                                                       ,                                                                      ,0,0,0,4375,0,250,250,250,250,5375
