Branch,Party_Group,Group_Description,Party_no,Party_name,Party_BLOC,Business_Locationname,PRT_SBLOC,LocationIdentifier_Name,Customer_State,Customer_City,LocationIdentifier_State,LocationIdentifier_City,Customer_Type,Cong_Typ,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Total_Revenue
MH,DG0220,AUGUST SPALON                                                                                       ,D00362,AUGUST SPALON_MAHARASHTRA                                                                           ,Y00619,AUGUST SPALON_MAHARASHTRA                                                                           ,Z00001,KING'S CIRCLE                                                                                       ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,0,2358.4,0,0,3500.75,0,0,3869.25,9728.4
MH,DG0223,AURUS SHIP MANAGEMENT PRIVATE LIMITED                                                               ,D00366,AURUS SHIP MANAGEMENT PRIVATE LIMITED_MAHARASHTRA                                                   ,Y00628,AURUS SHIP MANAGEMENT PRIVATE LIMITED_MAHARASHTRA                                                   ,Z00001,ANDHERI WEST                                                                                        ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,0,0,4655.9,0,0,0,0,3259.13,7915.03
MH,DG0225,AUTO ZONE                                                                                           ,D00370,AUTO ZONE_MAHARASHTRA                                                                               ,Y00633,AUTO ZONE_MAHARASHTRA                                                                               ,Z00001,DOCKYARD ROAD                                                                                       ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,2208.3,0,0,0,0,0,0,0,2208.3
MH,DG0227,AUTORIDERS INTERNATIONAL LIMITED                                                                    ,D00374,AUTORIDERS INTERNATIONAL LIMITED_MAHARASHTRA                                                        ,Y00637,AUTORIDERS INTERNATIONAL LIMITED_MAHARASHTRA                                                        ,Z00003,AUTORIDERS SANTACRUZ-W                                                                              ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,10211,18901,19291,-2929,12455,13871,12691,13753,12916,111160
MH,DG0238,AXIS ELECTRICAL COMPONENTS INDIA PRIVATE LIMITED                                                    ,D00397,AXIS ELECTRICAL COMPONENTS INDIA PRIVATE LIMITED_MAHARASHTRA                                        ,Y00669,AXIS ELECTRICAL COMPONENTS INDIA PRIVATE LIMITED_MAHARASHTRA                                        ,Z00001,"149-BCD, KANDIVALI                                                                                  ",MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,2000,2000,0,0,0,0,-2000,0,2000
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Z00175,Malegaon                                                                                            ,MAHARASHTRA                             ,Ahmednagar          ,Maharashtra                                                                                                                                           ,Nashik                                            ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,7001,0,0,0,0,0,7001
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,      ,                                                                                                    ,MAHARASHTRA                             ,Ahmednagar          ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,46709,28347,67920,21906,20118,45632,5926,23433,52306,312297
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y06566,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Z00176,Dhule                                                                                               ,MAHARASHTRA                             ,Ahmednagar          ,Maharashtra                                                                                                                                           ,Nashik                                            ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,10500,8850,15941,10000,0,0,0,0,0,45291
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y07226,AXIS MAX LIFE INSURANCE LIMITED                                                                     ,      ,                                                                                                    ,MAHARASHTRA                             ,Ahmednagar          ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,                                                                      ,0,0,0,0,96255,39410,59330,45670,0,240665
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y06566,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,      ,                                                                                                    ,MAHARASHTRA                             ,Ahmednagar          ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,9435,0,0,0,0,0,0,0,9435
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Z00166,Sangli 1                                                                                            ,MAHARASHTRA                             ,Ahmednagar          ,Maharashtra                                                                                                                                           ,Miraj                                             ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,7810,-10625,0,0,-2815
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y06567,AXIS MAX LIFE INSURANCE LIMITED                                                                     ,      ,                                                                                                    ,MAHARASHTRA                             ,Ahmednagar          ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,                                                                      ,0,0,0,0,19435,14650,0,0,0,34085
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y07226,AXIS MAX LIFE INSURANCE LIMITED                                                                     ,Z00010,"AMUM 2,MUMBAI 2                                                                                     ",MAHARASHTRA                             ,Ahmednagar          ,Maharashtra                                                                                                                                           ,MUMBAI                                            ,Direct Customer                                                       ,                                                                      ,0,0,0,0,0,0,16550,14750,16200,47500
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y07226,AXIS MAX LIFE INSURANCE LIMITED                                                                     ,Z00019,"AMUM9,MUMBAI 9(4TH FLOOR)                                                                           ",MAHARASHTRA                             ,Ahmednagar          ,Maharashtra                                                                                                                                           ,MUMBAI                                            ,Direct Customer                                                       ,                                                                      ,0,0,0,0,5100,-3740,0,0,0,1360
MH,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00408,AXIS MAX LIFE INSURANCE LIMITED_MAHARASHTRA                                                         ,Y07226,AXIS MAX LIFE INSURANCE LIMITED                                                                     ,Z00021,AMUM6-Mumbai 6                                                                                      ,MAHARASHTRA                             ,Ahmednagar          ,Maharashtra                                                                                                                                           ,MUMBAI                                            ,Direct Customer                                                       ,                                                                      ,0,0,0,0,0,-20015,0,0,0,-20015
MH,DG0242,AZENTIO SOFTWARE PRIVATE LIMITED                                                                    ,D00422,AZENTIO SOFTWARE PRIVATE LIMITED_MAHARASHTRA                                                        ,Y00684,AZENTIO SOFTWARE PRIVATE LIMITED_MAHARASHTRA                                                        ,Z00001,TTC Industrial Area-Building-Q2                                                                     ,MAHARASHTRA                             ,NAVI MUMBAI         ,Maharashtra                                                                                                                                           ,Navi Mumbai                                       ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,28629,20611.5,13296,48220,15203,15266,17983,20491,15036.75,194736.25
MH,DG0246,B. KUMAR & CO                                                                                       ,D00427,B. KUMAR & CO_MAHARASHTRA                                                                           ,Y00693,B. KUMAR & CO_MAHARASHTRA                                                                           ,Z00001,MASJID BUNDER                                                                                       ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,0,1000,3630,0,0,0,0,0,4630
MH,      ,                                                                                                    ,D04663,BAJAJ FINANCE LIMITED(RENTAL)_MAHARASHTRA                                                           ,Y07306,BAJAJ FINANCE LIMITED                                                                               ,Z00001,Wagle Estate D-7/5 MIDC                                                                             ,Maharashtra                             ,THANE               ,Maharashtra                                                                                                                                           ,THANE                                             ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,0,0,0,850,850
MH,      ,                                                                                                    ,D04663,BAJAJ FINANCE LIMITED(RENTAL)_MAHARASHTRA                                                           ,Y07306,BAJAJ FINANCE LIMITED                                                                               ,Z00002,BAJAJ FINANCE LMITIED                                                                               ,Maharashtra                             ,THANE               ,Maharashtra                                                                                                                                           ,PUNE                                              ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,0,0,0,1300,1300
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04505,BAJAJ FINANCE LIMITED_KARNATAKA                                                                     ,Y07111,BAJAJ FINANCE LIMITED_KARNATAKA                                                                     ,Z00001,BAJAJ FINANCE LIMITED-Tumkur                                                                        ,KARNATAKA                               ,Tumkur              ,Karnataka                                                                                                                                             ,TUMKUR                                            ,Direct Customer                                                       ,                                                                      ,0,0,0,0,0,0,650,0,0,650
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00003,BAJAJ FINSERV LTD - CHANDRAPUR                                                                      ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Chandrapur                                        ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,10389.32,0,4430.16,4950.16,11680.4,2775.24,0,12750,4335,51310.28
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00005,BAJAJ FINSERV LTD - WARDHA                                                                          ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Wardha                                            ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,10389.32,0,19401.34,1777.82,0,4310,4850,17200,6250,64178.48
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00001,BAJAJ FINSERV LTD-BHANDARA                                                                          ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Bhandara                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,10389.32,0,12980.32,3405.08,0,3405.08,0,13500,0,43679.8
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00007,BAJAJ FINSERV LTD - THANE                                                                           ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,THANE                                             ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,7360,0,0,1615,8975
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00004,BAJAJ FINSERV LTD - WASHIM                                                                          ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Washim                                            ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,3107.16,6727.24,6727.24,0,4219.24,3285.24,13500,6625.24,44191.36
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00006,BAJAJ FINSERV LTD-SATARA                                                                            ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,SATARA                                            ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,5362.6,0,4622.16,4569.24,8700.32,0,11250,0,34504.32
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00002,BAJAJ FINSERV LTD - AMRAVATI                                                                        ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Amravati                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,10389.32,10380.08,7494.16,0,925.08,4310,8256.88,15575.16,2360.16,59690.84
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,      ,                                                                                                    ,MAHARASHTRA                             ,Pune                ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,10389.32,0,0,0,0,4200,0,0,0,14589.32
MH,DG2777,BAJAJ FINANACE                                                                                      ,D04448,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Y00001,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00008,BAJAJ FINANCE LIMITED                                                                               ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,PUNE                                              ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,0,7545,10600,0,18145
MH,DG0268,BEICO INDUSTRIES PRIVATE LIMITED                                                                    ,D00469,BEICO INDUSTRIES PRIVATE LIMITED_MAHARASHTRA                                                        ,Y00784,BEICO INDUSTRIES PRIVATE LIMITED_MAHARASHTRA                                                        ,Z00001,LOWER PAREL                                                                                         ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,3969,9612,3969,9405,0,3135,6687,3552,3135,43464
MH,DG0269,BELCHEM INDUSTRIES PRIVATE LIMITED                                                                  ,D00470,BELCHEM INDUSTRIES PRIVATE LIMITED_MAHARASHTRA                                                      ,Y00785,BELCHEM INDUSTRIES PRIVATE LIMITED_MAHARASHTRA                                                      ,Z00001,ANTOP HILL                                                                                          ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,983.25,0,1356.66,0,0,0,678.33,0,3018.24
MH,DG0271,BENTEL ASSOCIATES REALTY DESIGN CONSULTANTS PRIVATE LIMITED                                         ,D00472,BENTEL ASSOCIATES REALTY DESIGN CONSULTANTS  PRIVATE LIMITED_MAHARASHTRA                            ,Y00788,BENTEL ASSOCIATES REALTY DESIGN CONSULTANTS PRIVATE LIMITED_MAHARASHTRA                             ,Z00002,SOLITAIRE CORPORATE PARK-CHAKALA                                                                    ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,26988,26394,26394,26177,23906,24908,23524,21145,24982,224418
MH,DG0273,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED                                               ,D00474,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Y00793,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Z00006,Powai Plaza - office 2                                                                              ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,1400,1400,1400,1400,1400,1400,0,1400,0,9800
MH,DG0273,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED                                               ,D00474,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Y00793,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Z00003,Bernhard Powai 4th floor                                                                            ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,2650,16087.5,15787.5,22650,15937.5,12650,27650,12650,22650,148712.5
MH,DG0273,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED                                               ,D00474,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Y00793,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Z00008,Delphi Building-B-304                                                                               ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,0,0,0,0,2650,2650,2650,650,2650,11250
MH,DG0273,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED                                               ,D00474,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Y00793,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,      ,                                                                                                    ,MAHARASHTRA                             ,Mumbai              ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,0,10000,0,0,0,0,0,0,0,10000
MH,DG0273,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED                                               ,D00474,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Y00793,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Z00007,Powai plaza office 1                                                                                ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,1300,1300,1300,650,650,650,0,650,650,7150
MH,DG0273,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED                                               ,D00474,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Y00793,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Z00004,Bernhard Powai 5th floor                                                                            ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,2650,2650,2650,2650,2650,2650,2650,2650,2650,23850
MH,DG0273,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED                                               ,D00474,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Y00793,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Z00009,Delta Building                                                                                      ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,MUMBAI                                            ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,0,0,0,0,0,0,650,0,0,650
MH,DG0273,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED                                               ,D00474,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Y00793,BERNHARD SCHULTE SHIPMANAGEMENT INDIA PRIVATE LIMITED_MAHARASHTRA                                   ,Z00010,Delphi orchard Avenue                                                                               ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,MUMBAI                                            ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,0,0,0,0,0,0,1400,0,0,1400
MH,DG0279,BHANUUH ENGINEERS                                                                                   ,D00483,BHANUUH ENGINEERS_MAHARASHTRA                                                                       ,Y00807,BHANUUH ENGINEERS_MAHARASHTRA                                                                       ,Z00001,MIDC Dombivali East                                                                                 ,MAHARASHTRA                             ,Thane               ,Maharashtra                                                                                                                                           ,Kalyan                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,3500,0,0,4200,0,0,0,0,0,7700
MH,DG0283,BHARAT SERUMS AND VACCINES LIMITED                                                                  ,D00487,BHARAT SERUMS AND VACCINES LIMITED_MAHARASHTRA                                                      ,Y00813,BHARAT SERUMS AND VACCINES LIMITED_MAHARASHTRA                                                      ,Z00001,LIBERTY TOWERS AIROLI                                                                               ,MAHARASHTRA                             ,Digha               ,Maharashtra                                                                                                                                           ,Digha                                             ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,0,0,0,500,0,0,0,0,0,500
MH,DG0283,BHARAT SERUMS AND VACCINES LIMITED                                                                  ,D00488,BHARAT SERUMS AND VACCINES LIMITED_MAHARASHTRA (NEW)                                                ,Y00813,BHARAT SERUMS AND VACCINES LIMITED_MAHARASHTRA                                                      ,Z00001,LIBERTY TOWERS AIROLI                                                                               ,MAHARASHTRA                             ,Digha               ,Maharashtra                                                                                                                                           ,Digha                                             ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,6275,500,10606.25,0,500,500,500,6275,500,25656.25
MH,DG0292,BHAVYA DISTRIBUTORS                                                                                 ,D00501,BHAVYA DISTRIBUTORS_MAHARASHTRA                                                                     ,Y00828,BHAVYA DISTRIBUTORS_MAHARASHTRA                                                                     ,Z00001,Armeka                                                                                              ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Pune                                              ,Distributor                                                           ,DISTRIBUTOR                                                           ,2000,2000,2000,2000,2000,0,4000,0,2000,16000
MH,DG0292,BHAVYA DISTRIBUTORS                                                                                 ,D00501,BHAVYA DISTRIBUTORS_MAHARASHTRA                                                                     ,Y00828,BHAVYA DISTRIBUTORS_MAHARASHTRA                                                                     ,Z00004,VENKATESH KRIPA WADGAONSHERI                                                                        ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Pune                                              ,Distributor                                                           ,DISTRIBUTOR                                                           ,0,12000,0,0,0,0,0,0,0,12000
MH,DG0292,BHAVYA DISTRIBUTORS                                                                                 ,D00501,BHAVYA DISTRIBUTORS_MAHARASHTRA                                                                     ,Y00828,BHAVYA DISTRIBUTORS_MAHARASHTRA                                                                     ,Z00002,BHAVYA DISTRIBUTORS-SUPPORT MODEL                                                                   ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Pune                                              ,Distributor                                                           ,DISTRIBUTOR                                                           ,12000,0,0,0,0,0,0,2000,-12000,2000
MH,DG0303,BIPICO INDUSTRIES(TOOLS) PRIVATE LIMITED                                                            ,D00517,BIPICO INDUSTRIES(TOOLS) PRIVATE LIMITED_MAHARASHTRA                                                ,Y00859,BIPICO INDUSTRIES(TOOLS) PRIVATE LIMITED_MAHARASHTRA                                                ,Z00001,LOTUS HOUSE FORT                                                                                    ,MAHARASHTRA                             ,Mumbai              ,Maharashtra                                                                                                                                           ,Mumbai                                            ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,4016.25,5355,3517.5,4016.25,4016.25,4016.25,4016.25,3727.5,0,32681.25
MH,DG0308,BLACK BOX LIMITED                                                                                   ,D00522,BLACK BOX LIMITED_MAHARASHTRA                                                                       ,Y00873,BLACK BOX LIMITED_MAHARASHTRA                                                                       ,Z00001,AIROLI KNOWLEDGE PARK                                                                               ,MAHARASHTRA                             ,Digha               ,Maharashtra                                                                                                                                           ,Digha                                             ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,40620.5,73026.5,58774,33124,52994.5,40632.5,50776.5,46148.5,53295.5,449392.5
MH,DG0312,BLISS ENTERPRISES                                                                                   ,D00527,BLISS ENTERPRISES_MAHARASHTRA                                                                       ,Y03750,Meganexus india pvt ltd_MAHARASHTRA                                                                 ,Z00001,Meganexus india pvt ltd                                                                             ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Pune                                              ,Distributor                                                           ,DISTRIBUTOR                                                           ,750,0,0,0,0,0,0,0,0,750
MH,DG0312,BLISS ENTERPRISES                                                                                   ,D00527,BLISS ENTERPRISES_MAHARASHTRA                                                                       ,Y00879,BLISS ENTERPRISES_MAHARASHTRA                                                                       ,Z00001,BLISS ENTERPRISES                                                                                   ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Pune                                              ,Distributor                                                           ,DISTRIBUTOR                                                           ,12885,14400,13400,13400,10390,6360,13400,9650,11900,105785
MH,DG0312,BLISS ENTERPRISES                                                                                   ,D00527,BLISS ENTERPRISES_MAHARASHTRA                                                                       ,Y04335,Ohum Healthcare Solutions Pvt ltd_MAHARASHTRA                                                       ,Z00001,Ohum Healthcare Solutions Pvt ltd                                                                   ,MAHARASHTRA                             ,Pune                ,Maharashtra                                                                                                                                           ,Pune                                              ,Distributor                                                           ,DISTRIBUTOR                                                           ,750,0,0,0,0,0,0,0,0,750
