Branch,Doc_no,PARTY_GRP,GRP_DESC,PARTY_NAME,Customer_Type,ConsigneeName,LocationID_Code,LocationIdentifier,IM_CODE,IM_DESCR,DispatchDate,DispatchMonth,Installation_Month,July-25 (Demo),July-25 (Installation),August-25 (Demo),August-25 (Installation),September-25 (Demo),September-25 (Installation),October-25 (Demo),October-25 (Installation),November-25 (Demo),November-25 (Installation),December-25 (Demo),December-25 (Installation),January-26 (Demo),January-26 (Installation),June-26 (Installation),December-26 (Installation),Install_Date_NOT_Entered (Demo),Install_Date_NOT_Entered (Installation),Grand Total
MH,FAOTMH252600421,DG0072,Demo                                                                                                ,NIKHIL GUJRATHY-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Nikhil Gujrahty Demo                                                                                ,Z00009,IBIS Hotel                                                                                          ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,02-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600421,DG0072,Demo                                                                                                ,NIKHIL GUJRATHY-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Nikhil Gujrahty Demo                                                                                ,Z00009,IBIS Hotel                                                                                          ,GBMPM-0015                    ,GBMPM-0015_3 LANE KOMPHY TRIO                                                                                                                                                                                                                             ,02-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600422,DG0072,Demo                                                                                                ,SHAILESH SUMBHE-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Shailesh Shumbhe-Demo                                                                               ,Z00020,Marsh India Insurance Brokers Pvt Ltd                                                               ,GBMBC-0010                    ,GBMBC-0010_TruBeans (32A)                                                                                                                                                                                                                                 ,02-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600423,DG0072,Demo                                                                                                ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Demo                                                                  ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Z00030,CHEMBOND MATERIAL TECHNOLOGIES PRIVATE LIMITED                                                      ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,02-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600424,DG0072,Demo                                                                                                ,SHAILESH SUMBHE-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Shailesh Shumbhe-Demo                                                                               ,Z00021,CAPGEMINI TECHNOLOGY - Airoli                                                                       ,GBMBC-0015                    ,GBMBC-0015_ZION PLUS                                                                                                                                                                                                                                      ,03-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600424,DG0072,Demo                                                                                                ,SHAILESH SUMBHE-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Shailesh Shumbhe-Demo                                                                               ,Z00021,CAPGEMINI TECHNOLOGY - Airoli                                                                       ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,03-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600424,DG0072,Demo                                                                                                ,SHAILESH SUMBHE-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Shailesh Shumbhe-Demo                                                                               ,Z00021,CAPGEMINI TECHNOLOGY - Airoli                                                                       ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,03-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600425,DG0072,Demo                                                                                                ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Demo                                                                  ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Z00031,AKSIGEN IVF CENTRE                                                                                  ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,03-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600426,DG2732,WORKVED SPACES PRIVATE LIMITED                                                                      ,WORKVED SPACES PRIVATE LIMITED_MAHARASHTRA                                                          ,Direct Customer                                                       ,Workved-Fort_MAHARASHTRA                                                                            ,Z00001,Workved-Fort                                                                                        ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,03-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600427,      ,NULL,PRAKASH PARMAR-DEMO_MAHARASHTRA                                                                     ,Demo                                                                  ,PRAKASH PARMAR_DEMO                                                                                 ,Z00009,Automotive                                                                                          ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,03-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600428,DG1083,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED                                     ,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED_MAHARASHTRA                         ,Facility                                                              ,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_MAHARASHTRA                                    ,Z00005,CTS CDC PUNE                                                                                        ,GBMFM-0031                    ,GBMFM-0031_AUTOMATIC TEA AND COFFEE VENDING MACHINE 5LTR                                                                                                                                                                                                  ,03-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600429,DG0734,FORTREA SCIENTIFIC PRIVATE LIMITED                                                                  ,FORTREA SCIENTIFIC PRIVATE LIMITED_MAHARASHTRA                                                      ,Direct Customer                                                       ,FORTREA SCIENTIFIC PRIVATE LIMITED_MAHARASHTRA                                                      ,Z00004,Kanakia Wall Street                                                                                 ,GBMPM-0015                    ,GBMPM-0015_3 LANE KOMPHY TRIO                                                                                                                                                                                                                             ,03-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600430,      ,NULL,MANDAR CHAUDHARI-DEMO_MAHARASHTRA                                                                   ,Normal / Regular                                                      ,MANDAR CHAUDHARI-DEMO                                                                               ,Z00005,Thermax Energy Solution Pvt Ltd                                                                     ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,03-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600430,      ,NULL,MANDAR CHAUDHARI-DEMO_MAHARASHTRA                                                                   ,Normal / Regular                                                      ,MANDAR CHAUDHARI-DEMO                                                                               ,Z00005,Thermax Energy Solution Pvt Ltd                                                                     ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,03-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600431,DG0717,FLEDON ENGINEERING WORKS                                                                            ,FLEDON ENGINEERING WORKS_MAHARASHTRA                                                                ,Direct Customer                                                       ,FLEDON ENGINEERING WORKS_MAHARASHTRA                                                                ,Z00001,VASAI MUNICIPAL INDL                                                                                ,GBMPM-0015                    ,GBMPM-0015_3 LANE KOMPHY TRIO                                                                                                                                                                                                                             ,05-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600432,      ,NULL,MANDAR CHAUDHARI-DEMO_MAHARASHTRA                                                                   ,Normal / Regular                                                      ,MANDAR CHAUDHARI-DEMO                                                                               ,Z00004,National Centre for Cell Science                                                                    ,GBMBM-0013                    ,GBMBM-0013_TRADITIONAL COFFEE MAKER                                                                                                                                                                                                                       ,05-09-2025,Sep-25,Sep-25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MH,FAOTMH252600432,      ,NULL,MANDAR CHAUDHARI-DEMO_MAHARASHTRA                                                                   ,Normal / Regular                                                      ,MANDAR CHAUDHARI-DEMO                                                                               ,Z00004,National Centre for Cell Science                                                                    ,GBMMM-0004                    ,GBMMM-0004_PMB - PASTEURIZER 5LTR                                                                                                                                                                                                                         ,05-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600433,DG0072,Demo                                                                                                ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Demo                                                                  ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Z00032,Apollo Hospitals Enterprise Limited                                                                 ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,05-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600434,DG0072,Demo                                                                                                ,DEVANG PARIKH-DEMO_MAHARASHTRA                                                                      ,Demo                                                                  ,Devang Parikh Demo Mharashtra                                                                       ,Z00017,OPULENCE - Viking Cloud                                                                             ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,06-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600435,DG0072,Demo                                                                                                ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Demo                                                                  ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Z00023,Capacite Infra Projects Ltd.                                                                        ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,06-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600436,DG0688,FARE PORTAL INDIA PRIVATE LIMITED                                                                   ,FARE PORTAL INDIA PRIVATE LIMITED_MAHARASHTRA                                                       ,Direct Customer                                                       ,FARE PORTAL INDIA PRIVATE LIMITED_MAHARASHTRA                                                       ,Z00002,"VIMAN NAGAR,PUNE                                                                                    ",GBMHC-0001                    ,GBMHC-0001_HOT & COLD 4 CAN                                                                                                                                                                                                                               ,06-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600437,      ,NULL,FASHIONISM_MAHARASHTRA                                                                              ,Direct Customer                                                       ,FASHIONISM                                                                                          ,Z00001,Gokhale Society Lane-Parel west                                                                     ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,08-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600438,      ,NULL,AQUILAI SOLUTIONS PRIVATE LIMITED_MAHARASHTRA                                                       ,Direct Customer                                                       ,AQUILAI SOLUTIONS PRIVATE LIMITED                                                                   ,Z00001,NITCO BIZPARK                                                                                       ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,08-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600439,DG1032,BARCLAYS BANK PLC                                                                                   ,ISS FACILITY SERVICES INDIA PRIVATE LIMITED_MAHARASHTRA                                             ,Facility                                                              ,Arcelormittal Nippon Steel India Limited_MAHARASHTRA                                                ,Z00002,Pirojshanagar Vikhroli-East                                                                         ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,09-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600440,DG1586,NOESIS KNOWLEDGE SOLUTIONS PRIVATE LIMITED                                                          ,NOESIS KNOWLEDGE SOLUTIONS PRIVATE LIMITED_MAHARASHTRA                                              ,Direct Customer                                                       ,NOESIS KNOWLEDGE SOLUTIONS PRIVATE LIMITED_MAHARASHTRA                                              ,Z00001,"C wing, Floral deck Plaza                                                                           ",GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,09-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600441,DG1743,PREET SALES AND SERVICES                                                                            ,PREET SALES AND SERVICES_MAHARASHTRA                                                                ,Distributor                                                           ,PREET SALES AND SERVICES_MAHARASHTRA                                                                ,Z00002,Zeal College Canteen Annapurna Snacks                                                               ,GBMHC-0001                    ,GBMHC-0001_HOT & COLD 4 CAN                                                                                                                                                                                                                               ,09-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600442,DG0072,Demo                                                                                                ,SHAILESH SUMBHE-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Shailesh Shumbhe-Demo                                                                               ,Z00017,Aditya Birla-Ahura Centre                                                                           ,GBMPM-0026                    ,GBMPM-0026_COLD - SOFT DRINK MACHINE  2 CAN                                                                                                                                                                                                               ,09-09-2025,Sep-25,Install_Date_NOT_Entered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MH,FAOTMH252600443,DG1743,PREET SALES AND SERVICES                                                                            ,PREET SALES AND SERVICES_MAHARASHTRA                                                                ,Distributor                                                           ,PREET SALES AND SERVICES_MAHARASHTRA                                                                ,Z00002,Zeal College Canteen Annapurna Snacks                                                               ,GBMHC-0001                    ,GBMHC-0001_HOT & COLD 4 CAN                                                                                                                                                                                                                               ,10-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600444,      ,NULL,MANDAR CHAUDHARI-DEMO_MAHARASHTRA                                                                   ,Normal / Regular                                                      ,MANDAR CHAUDHARI-DEMO                                                                               ,Z00004,National Centre for Cell Science                                                                    ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,10-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600445,DG0072,Demo                                                                                                ,MANISH THAKKAR-DEMO_MAHARASHTRA                                                                     ,Demo                                                                  ,MANISH THAKKAR-DEMO                                                                                 ,Z00007,Indo Amines Ltd -W -44                                                                              ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,10-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600446,DG1083,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED                                     ,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED_MAHARASHTRA                         ,Facility                                                              ,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_MAHARASHTRA                                    ,Z00007,CTS BLDG NO 5 AIROLI                                                                                ,GBMFM-0031                    ,GBMFM-0031_AUTOMATIC TEA AND COFFEE VENDING MACHINE 5LTR                                                                                                                                                                                                  ,10-09-2025,Sep-25,Oct-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600447,DG1083,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED                                     ,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED_MAHARASHTRA                         ,Facility                                                              ,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_MAHARASHTRA                                    ,Z00008,CTS BLDG NO 9 AIROLI                                                                                ,GBMFM-0031                    ,GBMFM-0031_AUTOMATIC TEA AND COFFEE VENDING MACHINE 5LTR                                                                                                                                                                                                  ,10-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600448,DG0415,CHIRAG STATIONERY STORE                                                                             ,CHIRAG STATIONERY STORE_MAHARASHTRA                                                                 ,Distributor                                                           ,CHIRAG STATIONERY STORE_MAHARASHTRA                                                                 ,Z00003,HIKAL LTD                                                                                           ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,10-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600449,DG2769,ZION VENTURES                                                                                       ,ZION VENTURES_GOA (NEW)                                                                             ,Distributor                                                           ,ZION VENTURES_GOA                                                                                   ,Z00001,Zion Ventures                                                                                       ,GBMPM-0015                    ,GBMPM-0015_3 LANE KOMPHY TRIO                                                                                                                                                                                                                             ,10-09-2025,Sep-25,Sep-25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
MH,FAOTMH252600449,DG2769,ZION VENTURES                                                                                       ,ZION VENTURES_GOA (NEW)                                                                             ,Distributor                                                           ,ZION VENTURES_GOA                                                                                   ,Z00001,Zion Ventures                                                                                       ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,10-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600450,DG1435,MOTILAL OSWAL FINANCIAL SERVICES LIMITED                                                            ,MOTILAL OSWAL FINANCIAL SERVICES LIMITED_MAHARASHTRA                                                ,Direct Customer                                                       ,MOTILAL OSWAL FINANCIAL SERVICES LIMITED_MAHARASHTRA                                                ,Z00014,Interface 16 - 5th Flr                                                                              ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,12-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600450,DG1435,MOTILAL OSWAL FINANCIAL SERVICES LIMITED                                                            ,MOTILAL OSWAL FINANCIAL SERVICES LIMITED_MAHARASHTRA                                                ,Direct Customer                                                       ,MOTILAL OSWAL FINANCIAL SERVICES LIMITED_MAHARASHTRA                                                ,Z00014,Interface 16 - 5th Flr                                                                              ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,12-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600451,DG0072,Demo                                                                                                ,SHAILESH SUMBHE-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Shailesh Shumbhe-Demo                                                                               ,Z00022,KALRA OVERSEAS & PRECISION ENGINEERING LTD                                                          ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,12-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600452,DG0072,Demo                                                                                                ,HITEN VORA-DEMO_MAHARASHTRA                                                                         ,Demo                                                                  ,JK Fabrication Engineering Works_MAHARASHTRA                                                        ,Z00001,JK Fabrication Engineering Works                                                                    ,GBMBM-0013                    ,GBMBM-0013_TRADITIONAL COFFEE MAKER                                                                                                                                                                                                                       ,12-09-2025,Sep-25,Sep-25,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36
MH,FAOTMH252600452,DG0072,Demo                                                                                                ,HITEN VORA-DEMO_MAHARASHTRA                                                                         ,Demo                                                                  ,JK Fabrication Engineering Works_MAHARASHTRA                                                        ,Z00001,JK Fabrication Engineering Works                                                                    ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,12-09-2025,Sep-25,Sep-25,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30
MH,FAOTMH252600453,DG0072,Demo                                                                                                ,HITEN VORA-DEMO_MAHARASHTRA                                                                         ,Demo                                                                  ,JK Fabrication Engineering Works_MAHARASHTRA                                                        ,Z00001,JK Fabrication Engineering Works                                                                    ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,12-09-2025,Sep-25,Sep-25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MH,FAOTMH252600454,DG2242,ADITYA BIRLA AHURA CENTER                                                                           ,SODEXO INDIA SERVICES PRIVATE LIMITED_MAHARASHTRA                                                   ,Facility                                                              ,LILAVATI HOSPITAL                                                                                   ,Z00001,Sodexo- LILAVATI HOSPITAL BANDRA RECLAMATION                                                        ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,12-09-2025,Sep-25,Sep-25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
MH,FAOTMH252600455,DG0072,Demo                                                                                                ,NIKHIL GUJRATHY-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Nikhil Gujrahty Demo                                                                                ,Z00011,LILAVATI HOSPITAL & RESEARCH CENTRE                                                                 ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,12-09-2025,Sep-25,Install_Date_NOT_Entered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MH,FAOTMH252600455,DG0072,Demo                                                                                                ,NIKHIL GUJRATHY-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Nikhil Gujrahty Demo                                                                                ,Z00011,LILAVATI HOSPITAL & RESEARCH CENTRE                                                                 ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,12-09-2025,Sep-25,Install_Date_NOT_Entered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MH,FAOTMH252600455,DG0072,Demo                                                                                                ,NIKHIL GUJRATHY-DEMO_MAHARASHTRA                                                                    ,Demo                                                                  ,Nikhil Gujrahty Demo                                                                                ,Z00011,LILAVATI HOSPITAL & RESEARCH CENTRE                                                                 ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,12-09-2025,Sep-25,Install_Date_NOT_Entered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MH,FAOTMH252600456,      ,NULL,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED_MAHARASHTRA                                          ,Direct Customer                                                       ,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED_MAHARASHTRA                                          ,Z00001,Piramal Amity Building                                                                              ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,13-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600457,      ,NULL,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED_MAHARASHTRA                                          ,Direct Customer                                                       ,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED_MAHARASHTRA                                          ,Z00001,Piramal Amity Building                                                                              ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,13-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600458,DG0455,CONCENTRIX                                                                                          ,CONCENTRIX DAKSH SERVICES INDIA PRIVATE LIMITED_MAHARASHTRA                                         ,Direct Customer                                                       ,CONCENTRIX DAKSH SERVICES INDIA PRIVATE LIMITED_MAHARASHTRA                                         ,Z00043,"Magnus Towers, 9th Floor,                                                                           ",GBMPM-0006                    ,GBMPM-0006_2 LANE KOMPHY                                                                                                                                                                                                                                  ,15-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600459,DG0072,Demo                                                                                                ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Demo                                                                  ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Z00033,GPRO SERVICES INDIA PRIVATE LIMITED                                                                 ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,15-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600459,DG0072,Demo                                                                                                ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Demo                                                                  ,RAJKUMAR SAWO-DEMO_MAHARASHTRA                                                                      ,Z00033,GPRO SERVICES INDIA PRIVATE LIMITED                                                                 ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,15-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600460,DG2777,BAJAJ FINANACE                                                                                      ,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Direct Customer                                                       ,BAJAJ FINANCE LIMITED_MAHARASHTRA                                                                   ,Z00002,BAJAJ FINSERV LTD - AMRAVATI                                                                        ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,15-09-2025,Sep-25,Oct-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600461,      ,NULL,MICRO FOCUS SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED_MAHARASHTRA                                    ,Direct Customer                                                       ,MICRO FOCUS SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED_MAHARASHTRA                                    ,Z00001,Leela Business Park-7th floor                                                                       ,GBMMM-0004                    ,GBMMM-0004_PMB - PASTEURIZER 5LTR                                                                                                                                                                                                                         ,16-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600462,      ,NULL,MANDAR CHAUDHARI-DEMO_MAHARASHTRA                                                                   ,Normal / Regular                                                      ,MANDAR CHAUDHARI-DEMO                                                                               ,Z00006,Thermax Ltd Corporate Office                                                                        ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,16-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MH,FAOTMH252600462,      ,NULL,MANDAR CHAUDHARI-DEMO_MAHARASHTRA                                                                   ,Normal / Regular                                                      ,MANDAR CHAUDHARI-DEMO                                                                               ,Z00006,Thermax Ltd Corporate Office                                                                        ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,16-09-2025,Sep-25,Sep-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
