Branch,Doc_no,PARTY_GRP,GRP_DESC,PARTY_NAME,Customer_Type,ConsigneeName,LocationID_Code,LocationIdentifier,IM_CODE,IM_DESCR,DispatchDate,DispatchMonth,Installation_Month,July-25 (Demo),July-25 (Installation),August-25 (Demo),August-25 (Installation),September-25 (Demo),September-25 (Installation),October-25 (Demo),October-25 (Installation),November-25 (Demo),November-25 (Installation),December-25 (Demo),December-25 (Installation),January-26 (Demo),January-26 (Installation),June-26 (Installation),December-26 (Installation),Install_Date_NOT_Entered (Demo),Install_Date_NOT_Entered (Installation),Grand Total
GJ,FAOTGJ252600051,DG0259,PANAMAX INFOTECH LIMITED                                                                            ,BANKAI INFOTECH LIMITED_GUJARAT                                                                     ,Direct Customer                                                       ,BANKAI INFOTECH LIMITED_GUJARAT                                                                     ,Z00001,MEMNAGAR                                                                                            ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,21-07-2025,Jul-25,Jul-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600052,      ,NULL,SHALIBHADRA INNOVATIVE SPACES PRIVATE LIMITED_GUJARAT                                               ,Direct Customer                                                       ,SHALIBHADRA INNOVATIVE SPACES PRIVATE LIMITED_GUJARAT                                               ,Z00001,YMCA club-Ahmedabad                                                                                 ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,25-07-2025,Jul-25,Jul-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600053,DG2710,WELSPUN ENTERPRISES LIMITED                                                                         ,WELSPUN TRANSFORMATION SERVICES LIMITED_GUJARAT                                                     ,Direct Customer                                                       ,WELSPUN TRANSFORMATION SERVICES LIMITED                                                             ,Z00001,Village Morai-Vapi                                                                                  ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,29-07-2025,Jul-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600054,      ,NULL,KAVERI METALLISING & COATING INDUSTRIES PRIVATE LIMITED_GUJARAT                                     ,Direct Customer                                                       ,KAVERI METALLISING & COATING INDUSTRIES PRIVATE LIMITED_Gujarat                                     ,Z00002,KAVERI FILMS PVT LTD-KALOL                                                                          ,GBMPM-0006                    ,GBMPM-0006_2 LANE KOMPHY                                                                                                                                                                                                                                  ,30-07-2025,Jul-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600055,      ,NULL,LARSEN & TOUBRO LIMITED_GUJARAT                                                                     ,Direct Customer                                                       ,LARSEN & TOUBRO LIMITED                                                                             ,Z00001,Ranoli-Dist-Vadodara                                                                                ,GBMBC-0015                    ,GBMBC-0015_ZION PLUS                                                                                                                                                                                                                                      ,31-07-2025,Jul-25,Aug-25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GJ,FAOTGJ252600056,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00163,Vadodara                                                                                            ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,02-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600057,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00162,ABRU1-Bharuch 1                                                                                     ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,02-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600058,DG1005,INSTAKART SERVICES PRIVATE LIMITED                                                                  ,INSTAKART SERVICES PRIVATE LIMITED_GUJARAT                                                          ,Direct Customer                                                       ,INSTAKART SERVICES PRIVATE LIMITED_GUJARAT                                                          ,Z00014,Bavla Ahmedabad                                                                                     ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,02-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600059,      ,NULL,TALENTBRIDGE INTERNATIONAL PRIVATE LIMITED_GUJARAT                                                  ,Direct Customer                                                       ,TALENTBRIDGE INTERNATIONAL PRIVATE LIMITED                                                          ,Z00001,Sarabhai Campus                                                                                     ,GBMBC-0008                    ,GBMBC-0008_TruBeans (30-ST-MW)                                                                                                                                                                                                                            ,02-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600060,DG2610,VARIETA ENTERPRISES                                                                                 ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Distributor                                                           ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Z00005,GOLDI SUN PRIVATE LIMITED-Dhamdod-Kosamba                                                           ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,02-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600061,DG2610,VARIETA ENTERPRISES                                                                                 ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Distributor                                                           ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Z00006,GOLDI SUN PRIVATE LIMITED-Navsari                                                                   ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,02-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600062,DG2777,BAJAJ FINANACE                                                                                      ,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Direct Customer                                                       ,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00007,Vadodara                                                                                            ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,05-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600063,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00165,ABAR2-Baroda 2                                                                                      ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,08-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600064,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00167,AVAL3-Valsad GF                                                                                     ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,08-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600065,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00164,ABAR1-Baroda 1                                                                                      ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,08-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600066,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00166,AVAP1-Vapi 1                                                                                        ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,08-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600067,      ,NULL,ARCHER TRANSNATIONAL SYSTEMS PRIVATE LIMITED_GUJARAT                                                ,Direct Customer                                                       ,ARCHER TRANSNATIONAL SYSTEMS PRIVATE LIMITED                                                        ,Z00001,Alembic Business Park-Vadodara                                                                      ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,09-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600068,DG2777,BAJAJ FINANACE                                                                                      ,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Direct Customer                                                       ,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00006,Palanpur-Rudra Chamber                                                                              ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,12-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600069,DG0188,ASCENDION ENGINEERING PRIVATE LIMITED                                                               ,ASCENDION ENGINEERING PRIVATE LIMITED_GUJARAT                                                       ,Direct Customer                                                       ,ASCENDION ENGINEERING PRIVATE LIMITED_GUJARAT                                                       ,Z00002,COLLABERA SERVICES PVT.LTD                                                                          ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,20-08-2025,Aug-25,Aug-25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GJ,FAOTGJ252600070,DG0170,ARIHA CORPORATION                                                                                   ,ARIHA CORPORATION_GUJARAT                                                                           ,Distributor                                                           ,ARIHA CORPORATION_GUJARAT                                                                           ,Z00010,Selloship service Pvt Ltd                                                                           ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,20-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600071,DG0170,ARIHA CORPORATION                                                                                   ,ARIHA CORPORATION_GUJARAT                                                                           ,Distributor                                                           ,ARIHA CORPORATION_GUJARAT                                                                           ,Z00009,Chandan Cars LLP./ VIN FASR AUTO                                                                    ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,20-08-2025,Aug-25,Aug-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600072,DG0828,HIVELOOP LOGISTIC                                                                                   ,HIVELOOP E-COMMERCE PRIVATE LIMITED_GUJARAT                                                         ,Direct Customer                                                       ,HIVELOOP E-COMMERCE PRIVATE LIMITED                                                                 ,Z00001,Village Aslali                                                                                      ,GBMPM-0006                    ,GBMPM-0006_2 LANE KOMPHY                                                                                                                                                                                                                                  ,29-08-2025,Aug-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600073,      ,NULL,OPULENCE COWO PRIVATE LIMITED_GUJARAT                                                               ,Direct Customer                                                       ,OPULENCE COWO PRIVATE LIMITED                                                                       ,Z00001,Bopal                                                                                               ,GBMMM-0004                    ,GBMMM-0004_PMB - PASTEURIZER 5LTR                                                                                                                                                                                                                         ,05-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600074,DG1082,Koch Business Solutions India Pvt Ltd                                                               ,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED_GUJARAT                             ,Facility                                                              ,Cognizant Technology Solutions India Pvt Ltd                                                        ,Z00001,JLL-CTS Pragya-II IFSC SEZ Gift City                                                                ,GBMPM-0015                    ,GBMPM-0015_3 LANE KOMPHY TRIO                                                                                                                                                                                                                             ,06-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600075,DG0170,ARIHA CORPORATION                                                                                   ,ARIHA CORPORATION_GUJARAT                                                                           ,Distributor                                                           ,ARIHA CORPORATION_GUJARAT                                                                           ,Z00006,21st CENTURY FERTILITY CENTRE                                                                       ,GBMBC-0015                    ,GBMBC-0015_ZION PLUS                                                                                                                                                                                                                                      ,13-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600076,DG2534,TROIKAA PHARMACEUTICALS LIMITED                                                                     ,TROIKAA PHARMACEUTICALS LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,TROIKAA PHARMACEUTICALS LIMITED_GUJARAT                                                             ,Z00006,Dahej-III                                                                                           ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,17-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600077,DG0881,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED                                                         ,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED_GUJARAT                                                 ,Direct Customer                                                       ,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED_GUJARAT                                                 ,Z00143,Himmatnagar Branch Code-2319                                                                        ,GBMPM-0015                    ,GBMPM-0015_3 LANE KOMPHY TRIO                                                                                                                                                                                                                             ,17-09-2025,Sep-25,Oct-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600078,DG0881,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED                                                         ,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED_GUJARAT                                                 ,Direct Customer                                                       ,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED_GUJARAT                                                 ,Z00144,Anand Branch Code-2312                                                                              ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,17-09-2025,Sep-25,Install_Date_NOT_Entered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GJ,FAOTGJ252600079,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00169,SURAT  (ASUR1)                                                                                      ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,23-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600080,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00170,SURAT  (ASUR2)                                                                                      ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,23-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600081,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00171,SURAT  (ASUR3)                                                                                      ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,23-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600082,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00172,SURAT  (ASUR8)                                                                                      ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,23-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600083,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,AXIS MAX LIFE INSURANCE LIMITED_GUJARAT                                                             ,Z00173,SURAT  (ASUR1 APC )                                                                                 ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,23-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600084,      ,NULL,ACCRA PAC INDIA PRIVATE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,ACCRA PAC INDIA PRIVATE LIMITED                                                                     ,Z00001,VAPI-GIDC                                                                                           ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,25-09-2025,Sep-25,Sep-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600085,DG0072,Demo                                                                                                ,DEVANG PARIKH-DEMO_GUJRAT                                                                           ,Demo                                                                  ,DEVANG PARIKH-DEMO_GUJARAT                                                                          ,Z01543,DEV X                                                                                               ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,29-09-2025,Sep-25,Oct-25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600086,      ,NULL,OPULENCE COWO PRIVATE LIMITED_GUJARAT                                                               ,Direct Customer                                                       ,OPULENCE COWO PRIVATE LIMITED                                                                       ,Z00002,Viking Cloud - 9th floor B-wing                                                                     ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,01-10-2025,Oct-25,Oct-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600087,DG0840,GRUNDFOS PUMPS INDIA PRIVATE LIMITED                                                                ,GRUNDFOS PUMPS INDIA PRIVATE LIMITED_GUJARAT                                                        ,Direct Customer                                                       ,GRUNDFOS PUMPS INDIA PRIVATE LTD_GUJARAT                                                            ,Z00001,Dantali                                                                                             ,GBMMM-0004                    ,GBMMM-0004_PMB - PASTEURIZER 5LTR                                                                                                                                                                                                                         ,04-10-2025,Oct-25,Oct-25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
GJ,FAOTGJ252600088,DG0838,GRINDWELL NORTON LIMITED                                                                            ,GRINDWELL NORTON LIMITED_GUJARAT                                                                    ,Direct Customer                                                       ,GRINDWELL NORTON LIMITED_GUJARAT                                                                    ,Z00002,Village: GET Muvala-Halol                                                                           ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,13-10-2025,Oct-25,Nov-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600089,      ,NULL,ACCRA PAC INDIA PRIVATE LIMITED_GUJARAT                                                             ,Direct Customer                                                       ,ACCRA PAC INDIA PRIVATE LIMITED                                                                     ,Z00001,VAPI-GIDC                                                                                           ,GBMPM-0006                    ,GBMPM-0006_2 LANE KOMPHY                                                                                                                                                                                                                                  ,18-10-2025,Oct-25,Oct-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600090,      ,NULL,SANDEEP KUMAR-DEMO_GUJARAT                                                                          ,Demo                                                                  ,SANDEEP KUMAR-DEMO                                                                                  ,Z00001,Kent Engineering India Pvt. Ltd                                                                     ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,30-10-2025,Oct-25,Nov-25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600091,DG2777,BAJAJ FINANACE                                                                                      ,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Direct Customer                                                       ,BAJAJ FINANCE LIMITED_GUJARAT                                                                       ,Z00008,BAJAJ FINANCE LIMITED-Ahmedabad                                                                     ,GBMPM-0006                    ,GBMPM-0006_2 LANE KOMPHY                                                                                                                                                                                                                                  ,05-11-2025,Nov-25,Nov-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600092,DG2610,VARIETA ENTERPRISES                                                                                 ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Distributor                                                           ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Z00007,L & T Ltd Mahasar                                                                                   ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,05-11-2025,Nov-25,Nov-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600093,DG2710,WELSPUN ENTERPRISES LIMITED                                                                         ,WELSPUN TRANSFORMATION SERVICES LIMITED_GUJARAT                                                     ,Direct Customer                                                       ,WELSPUN TRANSFORMATION SERVICES LIMITED                                                             ,Z00002,Inspire Business Park                                                                               ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,12-11-2025,Nov-25,Nov-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600094,      ,NULL,OPULENCE COWO PRIVATE LIMITED_GUJARAT                                                               ,Direct Customer                                                       ,OPULENCE COWO PRIVATE LIMITED                                                                       ,Z00001,Bopal                                                                                               ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,12-11-2025,Nov-25,Nov-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600095,      ,NULL,OPULENCE COWO PRIVATE LIMITED_GUJARAT                                                               ,Direct Customer                                                       ,OPULENCE COWO PRIVATE LIMITED                                                                       ,Z00002,Viking Cloud - 9th floor B-wing                                                                     ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,26-11-2025,Nov-25,Dec-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GJ,FAOTGJ252600096,      ,NULL,OPULENCE COWO PRIVATE LIMITED_GUJARAT                                                               ,Direct Customer                                                       ,OPULENCE COWO PRIVATE LIMITED                                                                       ,Z00002,Viking Cloud - 9th floor B-wing                                                                     ,GBMMM-0004                    ,GBMMM-0004_PMB - PASTEURIZER 5LTR                                                                                                                                                                                                                         ,26-11-2025,Nov-25,Dec-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GJ,FAOTGJ252600097,DG2610,VARIETA ENTERPRISES                                                                                 ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Distributor                                                           ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Z00008,Navjivan motors Pvt.Ltd( Varieta Enterpries)                                                        ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,28-11-2025,Nov-25,Nov-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600098,DG2240,EY GLOBAL                                                                                           ,SODEXO INDIA SERVICES PRIVATE LIMITED_TAMILNADU                                                     ,Facility                                                              ,SODEXO INDIA SERVICES PRIVATE LIMITED_TAMIL NADU                                                    ,Z00011,ENGIMACH Exhibition                                                                                 ,GBMMM-0003                    ,GBMMM-0003_PMB - PASTEURIZER 12LTR                                                                                                                                                                                                                        ,01-12-2025,Dec-25,Dec-25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
GJ,FAOTGJ252600099,DG1082,Koch Business Solutions India Pvt Ltd                                                               ,JONES LANG LASALLE PROPERTY CONSULTANTS (INDIA) PRIVATE LIMITED_GUJARAT                             ,Facility                                                              ,Cognizant Technology Solutions India Pvt Ltd                                                        ,Z00002,JLL-CTS Infibeam Projects Management                                                                ,GBMPM-0020                    ,GBMPM-0020_4 LANE QUADRA                                                                                                                                                                                                                                  ,01-12-2025,Dec-25,Dec-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GJ,FAOTGJ252600100,DG0072,Demo                                                                                                ,DEVANG PARIKH-DEMO_GUJRAT                                                                           ,Demo                                                                  ,DEVANG PARIKH-DEMO_GUJARAT                                                                          ,Z01546,Torrent Pharmacutical Ltd                                                                           ,GBMFM-0028                    ,GBMFM-0028_TREWBREW AUTOMATIC                                                                                                                                                                                                                             ,01-12-2025,Dec-25,Dec-25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600101,DG0072,Demo                                                                                                ,DEVANG PARIKH-DEMO_GUJRAT                                                                           ,Demo                                                                  ,DEVANG PARIKH-DEMO_GUJARAT                                                                          ,Z01546,Torrent Pharmacutical Ltd                                                                           ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,01-12-2025,Dec-25,Dec-25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GJ,FAOTGJ252600102,DG2610,VARIETA ENTERPRISES                                                                                 ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Distributor                                                           ,VARIETA ENTERPRISES_GUJARAT                                                                         ,Z00009,Alpino health foods Pvt Ltd                                                                         ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,05-12-2025,Dec-25,Dec-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GJ,FAOTGJ252600103,DG0170,ARIHA CORPORATION                                                                                   ,ARIHA CORPORATION_GUJARAT                                                                           ,Distributor                                                           ,ARIHA CORPORATION_GUJARAT                                                                           ,Z00012,Orlin Apparel Pvt Ltd                                                                               ,GBMPM-0023                    ,GBMPM-0023_6 LANE CAFEBAR (DC)                                                                                                                                                                                                                            ,05-12-2025,Dec-25,Dec-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GJ,FAOTGJ252600104,      ,NULL,COLLABERA TALENT SOLUTIONS PRIVATE LIMITED_GUJARAT                                                  ,Direct Customer                                                       ,COLLABERA TALENT SOLUTIONS PRIVATE LIMITED                                                          ,Z00001,Nilamber Corporate Park                                                                             ,GBMBC-0012                    ,GBMBC-0012_ZION 1.2 FRESH BEANS                                                                                                                                                                                                                           ,08-12-2025,Dec-25,Dec-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
